Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,FEN,SetUp,PGN,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_1_eval,turn_2_eval,turn_3_eval,turn_4_eval,turn_5_eval,turn_6_eval,turn_7_eval,turn_8_eval
Rated Blitz game,https://lichess.org/coXaATVq,2021.07.04,Rookx72,cubicinfinity,1-0,2021.07.04,23:30:15,1089,984,+3,-45,Standard,300+3,C45,Normal,NA,NA,1. e4 Nc6 2. Nf3 e5 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 c5 6. Qd1 Qa5+ 7. c3 d6 8. Bc4 Qd8 9. O-O f5 10. exf5 Bxf5 11. Re1+ Be7 12. Bd3 Bxd3 13. Qxd3 Nf6 14. Bg5 O-O 15. Nd2 b5 16. Ne4 c4 17. Qd4 Qb6 18. Qxb6 axb6 19. Nxf6+ Bxf6 20. Bxf6 Rxf6 21. Rad1 Rxa2 22. Re8+ Rf8 23. Rxf8+ Kxf8 24. Kf1 Rxb2 25. Rxd6 b4 26. Rxb6 b3 27. Ke1 Rb1+ 28. Ke2 b2 29. Kd2 Rc1 30. Rxb2 Rh1 31. h3 Rh2 32. Rb8+ Ke7 33. Rb7+ Kd6 34. Rxg7 Ke5 35. Ke3 Kf6 36. Rg4 Kf5 37. Rg8 h5 38. Kd4 Kf4 39. Rf8+ Kg5 40. Rg8+ Kh4 41. Kxc4 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 2 2,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,r1bqkbnr/pppp1ppp/8/8/3nP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,cp 34,cp -43 lowerbound,cp 37 upperbound,cp -44 lowerbound,cp 42 upperbound,cp 23,cp -18 lowerbound,cp 20 upperbound
Rated Blitz game,https://lichess.org/FntZ2PTC,2021.07.04,Katrina_norton,cubicinfinity,0-1,2021.07.04,23:25:58,808,933,-4,+51,Standard,300+3,C23,Normal,NA,NA,1. e4 e5 2. Bc4 Nc6 3. Qh5 g6 4. Qe2 Bc5 5. Nf3 Nf6 6. d3 O-O 7. O-O a5 8. Be3 Bxe3 9. Qxe3 b6 10. Nc3 Nd4 11. Rac1 Ba6 12. Nxd4 exd4 13. Bxa6 Rxa6 14. Nd5 dxe3 15. Nxf6+ Kg7 16. fxe3 b5 17. e5 d6 18. e6 fxe6 19. Ne4 d5 20. Ng5 e5 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3,r1bqkbnr/pppp1p1p/2n3p1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 0 4,r1bqkbnr/pppp1p1p/2n3p1/4p3/2B1P3/8/PPPPQPPP/RNB1K1NR b KQkq - 1 4,r1bqk1nr/pppp1p1p/2n3p1/2b1p3/2B1P3/8/PPPPQPPP/RNB1K1NR w KQkq - 2 5,cp -23,cp 14,cp -14 lowerbound,cp 24 upperbound,cp -22 upperbound,cp 16,cp -24,cp -11 upperbound
Casual Chess960 game,https://lichess.org/SvCMTSnw,2021.07.04,cubicinfinity,lucavalentin1am,1-0,2021.07.04,23:19:50,1500,1500,NA,NA,Chess960,-,?,Normal,rbnkbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRNQ w KQkq - 0 1,1,1. f4 f6 2. c4 1-0,rbnkbrnq/pppppppp/8/8/5P2/8/PPPPP1PP/RBNKBRNQ b KQkq - 0 1,rbnkbrnq/ppppp1pp/5p2/8/5P2/8/PPPPP1PP/RBNKBRNQ w KQkq - 0 2,rbnkbrnq/ppppp1pp/5p2/8/2P2P2/8/PP1PP1PP/RBNKBRNQ b KQkq - 0 2,,,,,,,,,,,,,
Casual Chess960 game,https://lichess.org/akwFQTqc,2021.07.04,lichess AI level 4,cubicinfinity,1-0,2021.07.04,05:27:19,?,1500,NA,NA,Chess960,-,?,Normal,rnkrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKRQBBN w KQkq - 0 1,1,1. e4 e5 2. Nc3 f6 3. Ng3 Bc5 4. Be2 Ng6 5. Na4 d6 6. Bg4+ Be6 7. Bxe6+ Qxe6 8. Nf5 Rd7 9. d4 b5 10. d5 Qe8 11. Nxc5 dxc5 12. f3 Nf4 13. Qf1 c6 14. a4 b4 15. d6 Qe6 16. g3 Nd5 17. g4 g6 18. exd5 cxd5 19. Ne7+ Kd8 20. Qb5 Qxd6 21. Bxc5 a6 22. Qxb4 Nc6 23. Qb6+ Qc7 24. Nxc6+ Kc8 25. b4 e4 26. f4 Qxf4+ 27. Rd2 e3 28. Rd4 Qf1+ 29. Kb2 e2 30. Na5 Rb8 31. Qxa6+ Kc7 32. h4 Qf2 33. Qc6+ Kd8 34. Qxd5 Rxd5 35. Rxd5+ Kc7 36. Bxf2 Rxb4+ 37. Ka3 Rxg4 38. c3 g5 39. Rc5+ Kd6 40. Nc4+ Rxc4 41. Rxc4 Kd5 42. Kb3 gxh4 43. Kb4 h3 44. Rh4 1-0,rnkrqbbn/pppppppp/8/8/4P3/8/PPPP1PPP/RNKRQBBN b KQkq - 0 1,rnkrqbbn/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNKRQBBN w KQkq - 0 2,rnkrqbbn/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1KRQBBN b KQkq - 1 2,rnkrqbbn/pppp2pp/5p2/4p3/4P3/2N5/PPPP1PPP/R1KRQBBN w KQkq - 0 3,rnkrqbbn/pppp2pp/5p2/4p3/4P3/2N3N1/PPPP1PPP/R1KRQBB1 b KQkq - 1 3,rnkrq1bn/pppp2pp/5p2/2b1p3/4P3/2N3N1/PPPP1PPP/R1KRQBB1 w KQkq - 2 4,rnkrq1bn/pppp2pp/5p2/2b1p3/4P3/2N3N1/PPPPBPPP/R1KRQ1B1 b KQkq - 3 4,rnkrq1b1/pppp2pp/5pn1/2b1p3/4P3/2N3N1/PPPPBPPP/R1KRQ1B1 w KQkq - 4 5,,,,,,,,
Casual Chess960 game,https://lichess.org/28jiWKlz,2021.06.28,lichess AI level 4,cubicinfinity,0-1,2021.06.28,01:02:40,?,1500,NA,NA,Chess960,-,?,Normal,rkbqrbnn/pppppppp/8/8/8/8/PPPPPPPP/RKBQRBNN w KQkq - 0 1,1,1. Ng3 d5 2. c4 e6 3. e3 f5 4. c5 Bxc5 5. d4 Bd6 6. Nf3 Ng6 7. Nh5 Qe7 8. Bb5 Bd7 9. Bxd7 Qxd7 10. a3 Rf8 11. Qb3 f4 12. Bd2 Rf5 13. Nxf4 Nxf4 14. Nh4 Rh5 15. a4 Rxh4 16. exf4 Rxh2 17. O-O Rh6 18. Qb5 Qxb5 19. Ra2 Qb3 20. Raa1 Qxb2 21. Rfd1 Qxd4 22. g3 Bb4 23. Be3 Qe4 24. Kf1 Rh1+ 25. Ke2 Qc2+ 26. Bd2 Rxd1 27. Rxd1 Bxd2 28. Rxd2 Qxa4 29. Kd3 a5 30. Kc3 Ra6 31. Re2 Rc6+ 32. Kd2 Rc2+ 33. Kd1 Ra2+ 34. Ke1 Ra1+ 35. Kd2 Qa3 36. Rxe6 Qc5 37. Re2 Ra2+ 38. Kd1 Rxe2 39. Kxe2 d4 40. Kd3 Qc3+ 41. Ke4 Ne7 42. g4 Qe1+ 43. Kf3 Nd5 44. g5 Qd2 45. g6 hxg6 46. Kg3 Nxf4 47. Kf3 Qe2+ 48. Kxf4 Qxf2+ 49. Ke4 Qe3+ 50. Kd5 c6+ 51. Kd6 g5 52. Kd7 a4 53. Kd8 c5 54. Kd7 b5 55. Kd8 g4 56. Kd7 g5 57. Kc6 c4 58. Kc5 a3 59. Kd5 a2 60. Kd6 g3 61. Kc6 b4 62. Kb5 Qc3 63. Kc6 a1=Q 64. Kc5 g2 65. Kd5 g1=Q 66. Ke6 Qge1+ 67. Kf5 Qg1 68. Ke4 g4 69. Ke5 g3 70. Kd6 g2 71. Kd5 Qgd1 72. Ke6 g1=Q 73. Kd6 b3 74. Kd5 b2 75. Ke6 b1=Q 76. Kf7 Qde1 77. Kf6 d3+ 78. Kf7 d2 79. Kf8 d1=Q 80. Kf7 Qcb2 81. Kf8 c3 82. Kf7 c2 83. Kf8 c1=Q 84. Kf7 Kc7 85. Kf8 Kd6 86. Kf7 Ke5 87. Kf8 Kf5 88. Kf7 Kg5 89. Kf8 Kh6 90. Kf7 Qbe5 91. Kf8 Qgg5 92. Kf7 Qa6 93. Kf8 Kh5 94. Kf7 Qbb5 95. Kf8 Qgh4 96. Kg8 Qch6 97. Kf7 Qhd4 98. Kg8 Qeb4 99. Kf7 Qdd6 100. Kg8 Kh4 101. Kf7 Kh3 102. Kg8 Kg2 103. Kf7 Qdh5+ 104. Kg8 Qh5g5+ 105. Kf7 Qbe8# 0-1,rkbqrbnn/pppppppp/8/8/8/6N1/PPPPPPPP/RKBQRBN1 b KQkq - 1 1,rkbqrbnn/ppp1pppp/8/3p4/8/6N1/PPPPPPPP/RKBQRBN1 w KQkq - 0 2,rkbqrbnn/ppp1pppp/8/3p4/2P5/6N1/PP1PPPPP/RKBQRBN1 b KQkq - 0 2,rkbqrbnn/ppp2ppp/4p3/3p4/2P5/6N1/PP1PPPPP/RKBQRBN1 w KQkq - 0 3,rkbqrbnn/ppp2ppp/4p3/3p4/2P5/4P1N1/PP1P1PPP/RKBQRBN1 b KQkq - 0 3,rkbqrbnn/ppp3pp/4p3/3p1p2/2P5/4P1N1/PP1P1PPP/RKBQRBN1 w KQkq - 0 4,rkbqrbnn/ppp3pp/4p3/2Pp1p2/8/4P1N1/PP1P1PPP/RKBQRBN1 b KQkq - 0 4,rkbqr1nn/ppp3pp/4p3/2bp1p2/8/4P1N1/PP1P1PPP/RKBQRBN1 w KQkq - 0 5,,,,,,,,
Casual Chess960 game,https://lichess.org/lbsU0AGz,2021.06.27,cubicinfinity,lichess AI level 3,1-0,2021.06.27,22:29:56,1500,?,NA,NA,Chess960,-,?,Normal,qrkbrnbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBRNBN w KQkq - 0 1,1,1. e4 f6 2. Bg4 c6 3. f4 Bf7 4. f5 Bc7 5. b3 b5 6. a4 a6 7. d3 a5 8. c4 h5 9. Bf3 Be5 10. d4 Bc7 11. Nhg3 h4 12. Bh5 Bxg3 13. hxg3 hxg3 14. Nxg3 Bxh5 15. Nxh5 bxa4 16. bxa4 Nf7 17. Nxg7 Kd8 18. Bh2 Rc8 19. Qb2 e5 20. Qb6+ Rc7 21. Nxe8 Qb7 22. Qxb7 Rxb7 23. Rxb7 Kxe8 24. dxe5 Ke7 25. exf6+ Kxf6 26. e5+ Kg5 27. f6 Kg4 28. Re4+ Kh5 29. g4+ Kh4 30. Rb8 Ng5 31. Bg3+ Kh3 32. Rxf8 Kxg3 33. Rd4 c5 34. Rxd7 Kxg4 35. f7 Kf3 36. Rg8 Ne6 37. Re7 Nd4 38. f8=Q+ Ke4 39. Qa8+ Kd3 40. Rc7 Kxc4 41. Qxa5 Nb3+ 42. Kc2 Nxa5 43. Rxc5+ Kxc5 44. Ra8 Nb7 45. a5 Kb5 46. a6 Nc5 47. a7 Ka5 48. Rc8 Kb6 49. a8=Q Nb7 50. Rb8 Kc5 51. Qxb7 Kd4 52. e6 Kc5 53. e7 Kd6 54. e8=Q Kc5 55. Qd8 Kc4 56. Rc8# 1-0,qrkbrnbn/pppppppp/8/8/4P3/8/PPPP1PPP/QRKBRNBN b KQkq - 0 1,qrkbrnbn/ppppp1pp/5p2/8/4P3/8/PPPP1PPP/QRKBRNBN w KQkq - 0 2,qrkbrnbn/ppppp1pp/5p2/8/4P1B1/8/PPPP1PPP/QRK1RNBN b KQkq - 1 2,qrkbrnbn/pp1pp1pp/2p2p2/8/4P1B1/8/PPPP1PPP/QRK1RNBN w KQkq - 0 3,qrkbrnbn/pp1pp1pp/2p2p2/8/4PPB1/8/PPPP2PP/QRK1RNBN b KQkq - 0 3,qrkbrn1n/pp1ppbpp/2p2p2/8/4PPB1/8/PPPP2PP/QRK1RNBN w KQkq - 1 4,qrkbrn1n/pp1ppbpp/2p2p2/5P2/4P1B1/8/PPPP2PP/QRK1RNBN b KQkq - 0 4,qrk1rn1n/ppbppbpp/2p2p2/5P2/4P1B1/8/PPPP2PP/QRK1RNBN w KQkq - 1 5,,,,,,,,
Casual Chess960 game,https://lichess.org/KjQl5p0u,2021.06.27,cubicinfinity,lichess AI level 2,0-1,2021.06.27,02:31:50,1500,?,NA,NA,Chess960,-,?,Normal,bbnrkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBNRKRQN w KQkq - 0 1,1,1. d4 b5 2. b3 f5 3. c4 Ng6 4. cxb5 Qd5 5. Bd3 Qxg2 6. f3 Bxf3 7. exf3 Nh4 8. Qxg2 O-O 9. Qh3 Nxf3+ 10. Rxf3 g6 11. d5 Rf7 12. Ne2 Rff8 13. Qh6 Kf7 0-1,bbnrkrqn/pppppppp/8/8/3P4/8/PPP1PPPP/BBNRKRQN b KQkq - 0 1,bbnrkrqn/p1pppppp/8/1p6/3P4/8/PPP1PPPP/BBNRKRQN w KQkq - 0 2,bbnrkrqn/p1pppppp/8/1p6/3P4/1P6/P1P1PPPP/BBNRKRQN b KQkq - 0 2,bbnrkrqn/p1ppp1pp/8/1p3p2/3P4/1P6/P1P1PPPP/BBNRKRQN w KQkq - 0 3,bbnrkrqn/p1ppp1pp/8/1p3p2/2PP4/1P6/P3PPPP/BBNRKRQN b KQkq - 0 3,bbnrkrq1/p1ppp1pp/6n1/1p3p2/2PP4/1P6/P3PPPP/BBNRKRQN w KQkq - 1 4,bbnrkrq1/p1ppp1pp/6n1/1P3p2/3P4/1P6/P3PPPP/BBNRKRQN b KQkq - 0 4,bbnrkr2/p1ppp1pp/6n1/1P1q1p2/3P4/1P6/P3PPPP/BBNRKRQN w KQkq - 1 5,,,,,,,,
Rated Bullet game,https://lichess.org/j5eyr1tt,2021.05.16,cubicinfinity,mohseen143,0-1,2021.05.16,05:04:26,913,949,-24,+5,Standard,120+1,C20,Time forfeit,NA,NA,1. e4 e5 2. c4 Nf6 3. d3 d6 4. Nc3 Be7 5. f4 O-O 6. fxe5 dxe5 7. g4 Bxg4 8. Nf3 Nc6 9. Bh3 Bh5 10. O-O Nd4 11. Nd5 Nxf3+ 12. Rxf3 Nxd5 13. Rf5 Bxd1 14. exd5 Bc5+ 15. Kf1 Bc2 16. Ke2 e4 17. dxe4 Bxe4 18. Re5 Bg6 19. Be3 Bxe3 20. Kxe3 Qh4 21. Rd1 Qxh3+ 22. Kf4 h5 23. Rde1 a5 24. Re7 Qxh2+ 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/pppp1ppp/5n2/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/pppp1ppp/5n2/4p3/2P1P3/3P4/PP3PPP/RNBQKBNR b KQkq - 0 3,rnbqkb1r/ppp2ppp/3p1n2/4p3/2P1P3/3P4/PP3PPP/RNBQKBNR w KQkq - 0 4,rnbqkb1r/ppp2ppp/3p1n2/4p3/2P1P3/2NP4/PP3PPP/R1BQKBNR b KQkq - 1 4,rnbqk2r/ppp1bppp/3p1n2/4p3/2P1P3/2NP4/PP3PPP/R1BQKBNR w KQkq - 2 5,cp -8 upperbound,cp 22 lowerbound,cp 16 upperbound,cp -18 upperbound,cp 14 upperbound,cp -26 upperbound,cp 19,cp -16 lowerbound
Rated Bullet game,https://lichess.org/htWg3uh6,2021.05.16,blammo,cubicinfinity,1-0,2021.05.16,04:58:50,947,941,+5,-28,Standard,120+1,B07,Time forfeit,NA,NA,1. e4 e5 2. d4 d6 3. dxe5 dxe5 4. Qxd8+ Kxd8 5. Be3 Nc6 6. Nc3 b6 7. Bd2 Nf6 8. O-O-O Bc5 9. Be3+ Bd7 10. Bxc5 bxc5 11. Ba6 Nb8 12. Bb7 Nxe4 13. Nxe4 Ke7 14. Bxa8 Nc6 15. Bxc6 Bxc6 16. Nf3 Bxe4 17. Nxe5 Rd8 18. Rxd8 Kxd8 19. Nxf7+ Ke7 20. Ng5 Kf6 21. Nxe4+ Kf5 22. Nxc5 g5 23. Na6 c6 24. f3 g4 25. Nc5 gxf3 26. gxf3 Kf4 27. Rf1 h5 28. h4 a5 29. a4 Ke3 30. f4 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,rnbqkbnr/ppp2ppp/3p4/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,rnbqkbnr/ppp2ppp/8/4p3/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,rnbQkbnr/ppp2ppp/8/4p3/4P3/8/PPP2PPP/RNB1KBNR b KQkq - 0 4,rnbk1bnr/ppp2ppp/8/4p3/4P3/8/PPP2PPP/RNB1KBNR w KQkq - 0 5,cp 13,cp -11,cp 12 lowerbound,cp -11,cp 8 upperbound,cp -10 lowerbound,cp -6,cp 3 lowerbound
Rated Bullet game,https://lichess.org/2y8iWN8A,2021.05.16,cubicinfinity,JLuis_95,0-1,2021.05.16,04:55:24,969,1014,-28,+5,Standard,120+1,C47,Normal,NA,NA,1. Nc3 e5 2. e4 Nf6 3. Nf3 Nc6 4. d4 exd4 5. Nd5 Bb4+ 6. Bd2 Bd6 7. c3 dxc3 8. bxc3 O-O 9. Nxf6+ Qxf6 10. Bc4 Ne5 11. Bg5 Qg6 12. O-O Nxf3+ 13. gxf3 Qxg5+ 14. Kh1 Qe5 15. Qd5 Qxh2# 0-1,rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 2,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 3,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 2 3,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 3 4,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,cp 12 upperbound,cp -6,cp 7,cp -9 lowerbound,cp 8,cp 10 upperbound,cp -16,cp 21 lowerbound
Rated Bullet game,https://lichess.org/kA1Cn4TZ,2021.05.16,Juuso9313,cubicinfinity,0-1,2021.05.16,04:49:40,1044,922,-7,+47,Standard,120+1,A10,Time forfeit,NA,NA,1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qd8 4. e4 e5 5. Bc4 Bc5 6. d3 Be6 7. Nd5 Bxd5 8. exd5 c6 9. dxc6 bxc6 10. Qf3 Qa5+ 11. Bd2 Qc7 12. Ne2 Nd7 13. O-O O-O-O 14. d4 f6 15. dxc5 Nxc5 16. Rac1 Rxd2 17. Rfd1 Nb3 18. axb3 Rxd1+ 19. Rxd1 Ne7 20. Be6+ Kb8 21. b4 Rd8 22. Rxd8+ Qxd8 23. Nc3 Qd6 24. Qg4 Qxb4 25. Qxg7 Qxb2 26. g3 Qxc3 27. Qxe7 Qe1+ 28. Kg2 a5 29. Qd6+ Kb7 30. Bd7 Kb6 31. Qxc6+ Ka7 0-1,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3P4/8/8/PP1PPPPP/RNBQKBNR b KQkq - 0 2,rnb1kbnr/ppp1pppp/8/3q4/8/8/PP1PPPPP/RNBQKBNR w KQkq - 0 3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 3,rnbqkbnr/ppp1pppp/8/8/8/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 4,rnbqkbnr/ppp1pppp/8/8/4P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 4,rnbqkbnr/ppp2ppp/8/4p3/4P3/2N5/PP1P1PPP/R1BQKBNR w KQkq - 0 5,cp 16 upperbound,cp 7,cp -6 lowerbound,cp 8,cp -10 upperbound,cp 5 lowerbound,cp -7 upperbound,cp 4 lowerbound
Rated Bullet game,https://lichess.org/IKVTeSLp,2021.05.16,cubicinfinity,henrygonzlan,0-1,2021.05.16,04:43:46,976,814,-54,+8,Standard,120+1,A03,Time forfeit,NA,NA,1. f4 d5 2. e3 Nc6 3. Nf3 Nf6 4. d4 e6 5. Bd3 Be7 6. c4 dxc4 7. Bxc4 O-O 8. Nc3 Na5 9. Bb5 c6 10. Ba4 b5 11. Bb3 Bb4 12. O-O Ba6 13. e4 c5 14. e5 Nd5 15. Re1 cxd4 16. Nxd5 Bxe1 17. Qxe1 exd5 18. Nxd4 Nxb3 19. Nxb3 Qb6+ 20. Qf2 Qxf2+ 21. Kxf2 b4 22. Nc5 Bc4 23. b3 Bb5 24. Be3 a6 25. a4 Bd3 26. Nd7 Rfd8 27. Nb6 Rab8 0-1,rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/5P2/4P3/PPPP2PP/RNBQKBNR b KQkq - 0 2,r1bqkbnr/ppp1pppp/2n5/3p4/5P2/4P3/PPPP2PP/RNBQKBNR w KQkq - 1 3,r1bqkbnr/ppp1pppp/2n5/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 2 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq - 3 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1P2/4PN2/PPP3PP/RNBQKB1R b KQkq - 0 4,r1bqkb1r/ppp2ppp/2n1pn2/3p4/3P1P2/4PN2/PPP3PP/RNBQKB1R w KQkq - 0 5,cp 14,cp -7 lowerbound,cp 4,cp 7,cp -9 lowerbound,cp 11,cp -9 upperbound,cp 6 upperbound
Rated Bullet game,https://lichess.org/DiDxTtIf,2021.05.16,kristoffer901,cubicinfinity,1/2-1/2,2021.05.16,04:36:44,994,974,+0,+2,Standard,120+1,D30,Normal,NA,NA,1. Nf3 d5 2. d4 e6 3. c4 c5 4. Bg5 f6 5. Bh4 g5 6. Bg3 Bd6 7. Nc3 Nh6 8. e3 Nf5 9. Bxd6 Qxd6 10. cxd5 exd5 11. g4 cxd4 12. exd4 Nxd4 13. Nxd4 O-O 14. Be2 Re8 15. O-O Bxg4 16. Bxg4 Re4 17. Bh3 Qf4 18. Qg4 Rxd4 19. Qxf4 Rxf4 20. Rae1 Nc6 21. Re6 Rf8 22. Nxd5 Ne7 23. Nxf4 Nf5 24. Re7 Rf7 25. Rxf7 Kxf7 26. Bxf5 b6 27. Bd3 a6 28. Nd5 b5 29. Nb6 a5 30. Bxb5 f5 31. Na4 g4 32. Rd1 f4 33. Rd4 h6 34. Rxf4+ Ke6 35. Rxg4 h5 36. Rh4 Kd5 37. Rxh5+ Ke4 38. Be8 Kd3 39. Rxa5 Kd4 40. Rh5 Kc4 41. a3 Kd4 42. b4 Kc4 43. Rc5+ Kd4 44. b5 Ke4 45. b6 Kd4 46. b7 Kd3 47. b8=Q Ke2 48. Qg3 Ke1 49. Rc2 Kd1 50. Qc3 1/2-1/2,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,rnbqkbnr/pp3ppp/4p3/2pp2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 1 4,rnbqkbnr/pp4pp/4pp2/2pp2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 0 5,cp 3,cp -15,cp 9 upperbound,cp -12 lowerbound,cp -10,cp 9,cp -8,cp 12 upperbound
